date,rainfall,soil_moisture,temperature
2023-12-15,0.0,36.6,19.51
2023-12-16,0.0,36.6,19.82
2023-12-17,0.0,36.6,20.63
2023-12-18,0.0,36.6,20.08
2023-12-19,0.0,36.6,17.79
2023-12-20,0.0,36.6,18.66
2023-12-21,0.0,36.6,19.32
2023-12-22,0.0,36.0,21.54
2023-12-23,0.0,36.0,21.57
2023-12-24,0.0,36.0,21.22
2023-12-25,0.0,36.0,21.37
2023-12-26,0.0,36.0,21.57
2023-12-27,0.0,36.0,21.47
2023-12-28,0.0,36.0,21.68
2023-12-29,0.0,36.0,22.39
2023-12-30,0.0,36.0,22.67
2023-12-31,0.0,36.0,22.53
